"0-0-0-0-orix.ioix.info",1
"0-0-0-0-www.orixlife.jp",18673
"0-0-370718-0-None",5
"10166869-0-0-3-None",5
"10166870-0-0-3-None",17
"10166870-1-327339-3-None",1
"10166871-0-0-3-None",17
"10166872-0-0-3-None",18
"10166874-0-0-3-None",1
"10166881-0-0-3-None",15
"10166882-0-0-3-None",14
"10166882-1-302384-3-None",1
"10166885-0-0-3-None",1
"10166890-0-0-3-None",8
"10166890-1-391761-3-None",1
"10166891-0-0-3-None",27
"10166891-1-302384-3-None",1
"10166892-0-0-3-None",12
"10166893-0-0-3-None",10
"10166894-0-0-3-None",6
"10166894-1-302385-3-None",1
"10166896-0-0-3-None",1
"10166899-0-0-3-None",1
"10166900-0-0-3-None",5
"10166901-0-0-3-None",18
"10166902-0-0-3-None",40
"10166903-0-0-3-None",44
"10166903-1-391761-3-None",1
"10166905-0-0-3-None",5
"10166907-0-0-3-None",1
"10166908-0-0-3-None",21
"10166909-0-0-3-None",15
"10166910-0-0-3-None",23
"10166911-0-0-3-None",96
"10166911-4-302384-3-None",1
"10166911-4-302445-3-None",1
"10166911-4-302446-3-None",1
"10166911-4-327340-3-None",1
"10166911-4-492284-3-None",1
"10166912-0-0-3-None",12
"10166912-4-363503-3-None",1
"10166914-0-0-3-None",9
"10166915-0-0-3-None",3
"10166917-0-0-3-None",143
"10166918-0-0-3-None",44
"10166918-4-302384-3-None",1
"10166918-4-302446-3-None",1
"10166918-4-327339-3-None",1
"10166918-4-391761-3-None",1
"10166919-0-0-3-None",6
"10166925-0-0-3-None",52
"10166925-4-302385-3-None",2
"10166926-0-0-3-None",57
"10166927-0-0-3-None",13
"10166928-0-0-3-None",64
"10166929-0-0-3-None",20
"10166930-0-0-3-None",1
"10166931-0-0-3-None",2
"10166934-0-0-3-None",2
"10166935-0-0-3-None",11
"10166935-4-302384-3-None",1
"10166935-4-302446-3-None",1
"10166936-0-0-3-None",7
"10166937-0-0-3-None",14
"10166937-4-302384-3-None",1
"10166938-0-0-3-None",8
"10166938-4-302384-3-None",1
"10166939-0-0-3-None",9
"10166940-0-0-3-None",3
"10166942-0-0-3-None",1
"10166943-0-0-3-None",2
"10166945-0-0-3-None",1
"10166947-0-0-3-None",14
"10166948-0-0-3-None",15
"10166948-4-302446-3-None",2
"10166948-4-327339-3-None",1
"10166948-4-327340-3-None",1
"10166949-0-0-3-None",81
"10166949-4-302384-3-None",2
"10166949-4-302446-3-None",1
"10166949-4-327340-3-None",1
"10166950-0-0-3-None",11
"10175931-0-0-3-None",3
"10175932-0-0-3-None",7
"10175933-0-0-3-None",5
"10175934-0-0-3-None",2
"10175935-0-0-3-None",2
"10212924-0-0-3-None",9
"10212927-0-0-3-None",1
"10212927-1-391761-3-None",1
"10212930-0-0-3-None",2
"10212937-0-0-3-None",3
"10212937-1-302384-3-None",1
"10212938-0-0-3-None",6
"10213024-0-0-3-None",9
"10213025-0-0-3-None",1
"10216956-0-0-3-None",32
"10216957-0-0-3-None",6
"10216959-0-0-3-None",8
"10217051-0-0-3-None",3
"10217051-4-302384-3-None",1
"10217053-0-0-3-None",10
"10217055-0-0-3-None",3
"10217056-0-0-3-None",93
"10217056-4-302384-3-None",3
"10217056-4-327339-3-None",1
"10230647-0-0-3-None",1
"10230654-0-0-3-None",1
"10230655-0-0-3-None",3
"10230655-1-302384-3-None",1
"10230659-0-0-3-None",77
"10230659-1-302384-3-None",1
"10230661-0-0-3-None",5
"10230686-0-0-3-None",5
"10230691-0-0-3-None",1
"10230699-0-0-3-None",12
"10259607-0-0-3-None",4
"10273321-0-0-3-None",4
"10273322-0-0-3-None",6
"10273323-0-0-3-None",5
"10273324-0-0-3-None",1
"10273325-0-0-3-None",1
"10273326-0-0-3-None",33
"10273326-1-302384-3-None",1
"10273326-1-327339-3-None",1
"10273328-0-0-3-None",3
"10273329-0-0-3-None",3
"10274779-0-0-3-None",1
"10274780-0-0-3-None",1
"304269-26536-0-1-None",33365
"304269-26536-391761-1-None",27957
"307761-30768-0-2-None",1
"307761-30768-0-4-None",1
"307761-33354-0-1-None",206
"307761-33354-0-4-None",1854
"307761-70689-0-1-None",63
"307761-70689-0-4-None",567
"355827-76072-0-1-None",18713
"355827-76072-0-4-None",93964
"355827-76072-370718-1-None",16690
"358278-74019-0-1-None",14
"358278-74019-0-4-None",126
"405642-30769-0-2-None",7
"405642-30769-0-4-None",7
"405642-30769-302384-2-None",1
"405642-87632-0-2-None",22
"405642-87632-0-4-None",22
"409629-27848-0-2-None",10
"409629-27848-0-4-None",10
"409629-28950-0-2-None",57
"409629-28950-0-4-None",57
"409629-33029-0-2-None",170
"409629-33029-0-4-None",170
"409629-33029-391761-2-None",1
"409629-37344-0-1-None",5635
"409629-37344-0-2-None",2
"409629-37344-0-4-None",32816
"409629-37344-302384-1-None",1
"409629-37344-302385-1-None",2
"409629-37344-302446-1-None",1
"409629-37344-363503-1-None",2
"409629-37344-391761-1-None",27
"409629-39858-391761-1-None",1
"409629-39858-391761-2-None",7
"409629-49499-0-2-None",294
"409629-49499-0-4-None",294
"409629-49499-302384-2-None",2
"409629-49499-327339-2-None",1
"409629-49499-391761-2-None",11
"409629-49864-391761-1-None",12
"409629-70689-0-1-None",1636
"409629-70689-0-2-None",43
"409629-70689-0-4-None",8560
"409629-70689-302385-1-None",1
"409629-70689-302385-2-None",1
"409629-70689-302446-1-None",1
"409629-70689-327339-1-None",4
"409629-70689-391761-1-None",12
"409629-74019-0-1-None",19
"409629-74019-0-4-None",171
"409629-74239-391761-1-None",60
"409629-82753-0-1-None",374
"409629-82753-0-2-None",12
"409629-82753-0-4-None",2218
"409629-82753-302384-1-None",1
"409629-82753-391761-1-None",22
"421670-66166-0-2-None",326
"421670-66166-0-4-None",326
"421670-66166-302384-2-None",5
"421670-66166-302385-2-None",1
"421670-66166-302388-2-None",1
"421670-66166-302446-2-None",2
"421670-66166-327339-2-None",4
"421670-66166-327340-2-None",2
"421670-66166-363503-2-None",2
"421670-66166-391761-2-None",1
"422046-30768-0-2-None",1
"422046-30768-0-4-None",1
"422046-89424-0-2-None",117
